id,split
u316696806,val
u31669941,train
u316702459,train
u316717525,train
u3167257102,val
u31672638,train
u3167301,train
u3167344985,val
u316738448,val
u3167401950,val
u316742293,test
u3167508269,train
u316752268,train
u316762255,train
u316764010,train
u3167734591,train
u3167778757,train
u3167801016,train
u316791827,val
u3167942480,val
u3168000442,train
u3168090996,val
u3168161854,train
u3168247662,train
u3168303666,test
u3168316571,train
u316842679,train
u3168495560,train
u31685247,train
u3168562513,train
u316869223,train
u316890146,train
u3168947216,train
u3169077625,test
u31691187,train
u3169238964,train
u316930595,test
u3169398236,train
u31695844,test
u3169667811,train
u316970336,train
u31697346,train
u31697485,test
u31697703,train
u3169833645,train
u31698434,test
u3169877036,train
u3169963433,train
u3169979673,train
u3169980393,test
u31701010,train
u317018025,train
u317034396,train
u317042569,train
u3170517042,val
u3170519853,train
u317055524,train
u3170622167,train
u31708938,train
u3170894115,val
u3170981873,val
u317104637,test
u3171093349,val
u3171095994,train
u31711213,train
u3171188846,val
u3171192282,train
u3171207901,train
u3171239508,val
u3171245807,train
u3171256975,train
u3171271180,val
u3171307067,train
u3171417655,val
u317143861,val
u317144532,train
u317150782,train
u317166383,train
u3171668783,val
u3171712086,val
u317187060,train
u3171884654,train
u3171885767,train
u3171906881,val
u317225299,train
u3172430465,val
u31724359,train
u3172509796,train
u317255492,val
u31725704,train
u3172611624,train
u317271050,val
u317273054,train
u3172762712,train
u317278058,train
u3172899993,train
u317292694,val
u317303029,test
u3173031506,train
u31730367,train
u317306750,train
u31731533,train
u317318260,train
u3173193213,test
u317330534,train
u317358163,train
u3173599243,train
u3173809816,train
u31738292,train
u317405206,val
u3174187186,train
u31742031,train
u317422543,test
u317422794,train
u317434518,val
u317447214,train
u3174635386,train
u317495382,train
u317540239,train
u317549286,test
u31755924,train
u31755984,train
u3175601,train
u317601821,val
u317617991,train
u3176239377,train
u317643185,val
u317647291,train
u317655205,val
u317662616,train
u317691569,train
u3176932810,train
u317696587,test
u3177196134,train
u3177327324,train
u3177405827,train
u317744468,train
u317750296,train
u317768634,train
u317775482,train
u3177801874,val
u317787275,val
u317791702,train
u3177938499,train
u3178029523,train
u317810648,test
u3178146507,val
u3178214119,test
u3178344798,train
u3178392049,train
u3178472093,train
u3178490905,train
u31785085,train
u3178522242,train
u3178602968,train
u317861977,test
u3178661116,train
u317867760,train
u317869336,val
u317883782,train
u317899934,train
u317917073,train
u317922781,test
u31792400,val
u317934037,train
u31793847,train
u31794636,train
u3179506806,val
u317956871,train
u317965625,val
u3179710631,train
u317980134,val
u3179969926,val
u3179977818,train
u3179984552,train
u3180033032,train
u3180047779,val
u31800858,train
u318012556,val
u318013957,train
u318015674,train
u31801993,train
u31802128,train
u3180214502,val
u318042127,val
u3180508411,train
u318055047,train
u318057318,train
u3180618950,train
u3180636202,val
u318065421,test
u3180927950,train
u318093688,train
u3180957217,train
u3181020308,val
u3181098901,train
u31811989,test
u31812497,train
u3181375869,train
u318147915,train
u318149671,test
u3181751101,train
u31817799,train
u3181785012,train
u318195157,val
u3181970364,val
u3182737400,train
u318310062,train
u318310715,train
u3183193171,train
u318324616,train
u3183260203,train
u31833190,train
u3183383692,train
u3183456849,train
u31835415,train
u31839038,train
u3183947694,train
u3184078936,train
u31841271,val
u318424022,train
u3184398348,train
u318444623,train
u3184454384,train
u3184557788,train
u318459349,train
u3184759329,val
u3184883153,val
u31849450,train
u3185058055,train
u318509758,val
u31852548,train
u318528000,train
u318530378,train
u31853668,train
u31855526,val
u3185559198,test
u31855697,val
u318571154,train
u318586108,train
u318586935,train
u318588623,train
u318590188,train
u318600298,train
u3186124933,train
u3186185153,train
u3186224160,test
u3186375235,train
u3186457117,val
u318673863,test
u3186870082,test
u3186878430,train
u318692762,train
u31869934,val
u31870446,val
u3187093064,train
u3187177332,train
u318728439,train
u3187359674,train
u3187439142,train
u31875135,train
u318761159,train
u3187616987,train
u318774557,val
u318776336,train
u31877693,val
u3187824193,test
u3187848737,test
u3187938050,val
u3187990776,val
u3188039702,val
u3188096689,train
u3188127851,train
u3188230904,train
u318824646,train
u3188358384,val
u3188629370,val
u3188658118,train
u318887578,test
u318895073,train
u318902554,test
u318933041,train
u3189502299,test
u318951712,train
u3189542629,train
u3189616026,train
u318976741,train
u318988824,train
u318993598,train
u3190034206,train
u3190045715,train
u3190250935,val
u3190251730,train
u319034693,train
u3190548817,test
u31905609,train
u3190562235,train
u31906334,train
u31907515,val
u3190865591,test
u3190922265,train
u319098647,train
u3190998962,train
u319100065,train
u3191006281,train
u3191025717,train
u3191083568,train
u319110295,val
u319118333,val
u319124822,train
u319128454,val
u3191380474,train
u319147226,train
u3191535050,train
u319178987,train
u3191855185,train
u319186353,val
u3191925985,train
u319195490,val
u319218210,train
u3192252407,train
u3192319248,train
u3192441942,train
u3192519528,train
u3192553128,train
u3192637177,train
u319268829,train
u319272601,train
u3192757580,train
u319279709,test
u3192809753,val
u31928507,val
u3192984489,test
u3193215370,train
u31932788,train
u319328133,test
u3193304862,train
u31935624,test
u319360364,val
u31936449,train
u3193766737,train
u31939688,test
u319397857,train
u31939931,train
u3194231701,train
u3194342171,train
u3194515002,val
u3194592704,train
u3194818711,val
u3194849812,train
u3194895259,train
u3194900537,val
u319491964,val
u319492217,test
u3195095473,val
u3195101014,train
u319518346,train
u3195213071,test
u3195283270,train
u3195312005,train
u319556482,val
u3195591278,train
u3195595218,train
u3195622220,train
u31957479,train
u3195749849,train
u31957731,val
u3195799826,train
u319589787,val
u3195917388,val
u319598469,train
u3196050130,val
u3196161958,val
u3196230327,train
u3196262764,train
u3196538988,train
u319677725,train
u31968354,train
u3196937325,train
u3197017998,train
u3197062501,train
u3197508785,train
u3197566602,train
u3197774903,train
u31978980,train
u3197969041,val
u31981324,val
u319815759,test
u3198193409,val
u319820971,train
u3198211826,train
u319822761,train
u3198531862,train
u319859086,train
u31986700,train
u319872186,train
u3198872626,val
u3198945033,val
u3199033990,test
u3199064072,train
u31992755,train
u3199307859,train
u319941318,train
u319951733,train
u319962159,train
u3199856542,train
u319988364,train
u3199948059,val
u320002347,train
u3200045434,test
u32002507,train
u320031182,train
u320052939,test
u32007346,train
u32007916,val
u320088228,train
u3201131333,train
u32012825,train
u3201438973,train
u3201702099,train
u3201751330,test
u3201827512,train
u3201911199,val
u320239495,train
u3202465678,val
u320249438,train
u320259242,train
u320268880,train
u3203061299,train
u320316357,val
u320332027,train
u320335068,train
u3203353707,train
u3203552818,train
u32036738,train
u32036992,val
u32037432,val
u320376718,test
u320378233,train
u320422961,val
u32043233,train
u320432933,val
u32044903,train
u3204731,train
u320524842,val
u320556704,test
u320559633,train
u320592813,train
u3206074373,train
u3206113937,train
u320625702,test
u320644276,test
u320662182,train
u320693955,train
u32070022,val
u320720773,train
u320721015,train
u320730589,train
u3207478008,train
u3207653062,train
u320777821,val
u320803462,train
u32080992,train
u320819946,train
u32082356,train
u3208239154,val
u320826619,train
u32083265,train
u3208469014,val
u320857513,train
u320893919,train
u3209001100,val
u320907827,train
u320919221,train
u3209498571,train
u320956313,train
u32095796,train
u320959649,val
u320960101,train
u32098292,train
u321003806,train
u321014839,val
u3210228023,train
u321061507,train
u321070347,val
u321070496,train
u321072317,val
u3210796592,train
u3210919822,val
u321094958,train
u321103656,val
u32110924,train
u321109508,val
u321142082,test
u321148533,train
u321178562,train
u321192908,train
u32122412,train
u3212251,train
u32122600,val
u32124032,train
u321252826,train
u321256982,val
u32129142,train
u32131595,val
u321317633,test
u32133238,train
u321338200,train
u321345004,train
u321346435,test
u32134831,test
u3213518355,train
u32135630,test
u32135704,test
u321358063,train
u321372815,val
u32137602,train
u3213833547,train
u32140449,train
u3214054423,test
u3214089503,test
u321411692,test
u3214143254,train
u32142327,train
u321427049,train
u321427697,train
u32143933,train
u32143971,train
u3214498797,train
u3214542081,val
u321461287,train
u32147629,train
u3214900851,train
u321509053,train
u3215160807,train
u321519320,train
u3215216453,train
u321536046,test
u321542334,train
u321563970,train
u321575853,train
u321592078,val
u321603690,test
u3216158848,train
u3216188229,train
u321626031,val
u32163337,train
u321648912,test
u32166535,train
u321679446,train
u32169040,val
u321699847,train
u32170481,train
u321743637,train
u321774180,train
u32178047,train
u321780524,train
u32178166,val
u3218082208,train
u3218189220,train
u3218244202,train
u3218404181,train
u32184345,train
u321845193,val
u3218464527,train
u321860938,test
u32186559,train
u3218721409,train
u3218868310,val
u321888268,train
u3218937505,train
u3218981387,train
u32190652,train
u321923721,test
u32193,train
u3219327898,val
u321933,train
u3219334154,train
u3219485532,train
u321953259,train
u321954654,val
u32195607,train
u3219699546,test
u321970500,train
u3219713684,test
u321974233,val
u321976551,train
u3219767886,train
u3219799739,val
u3219799877,train
u3219832700,test
u321984188,train
u321985533,train
u3219928396,test
u3220027000,val
u32201297,val
u32201814,val
u3220338504,train
u3220381057,train
u322061479,train
u3220653739,train
u322087729,train
u322089105,train
u32210484,train
u3221061,val
u3221098069,train
u322113837,test
u322114838,train
u3221369138,train
u3221471759,train
u3221575872,train
u3221595194,train
u3221601061,train
u3221661853,train
u322168321,train
u322171389,train
u322172045,train
u3221750126,test
u32217587,train
u3221803765,train
u322181543,train
u3221841289,train
u322189705,train
u3222043261,train
u322207364,train
u322208830,train
u3222281277,val
u3222282726,test
u3222319277,train
u3222469241,train
u3222482094,train
u32224965,val
u3222507925,train
u32226455,train
u322265021,train
u3222731,val
u32227347,train
u322278265,test
u3222838619,train
u32228423,train
u322289998,train
u3222931986,train
u322301398,train
u3223120420,test
u322317823,train
u32232539,train
u3223420976,val
u3223426134,train
u322347431,train
u3223478132,test
u32236177,train
u3223746900,train
u322375052,val
u3223771917,train
u3223969787,train
u3224063099,train
u3224063257,train
u3224349879,train
u3224369533,train
u3224409977,train
u32244161,train
u3224463214,test
u3224469100,test
u3224500311,train
u32245365,val
u322460769,train
u3224616765,train
u32248284,test
u322490256,test
u322508230,train
u3225118081,train
u322526669,train
u322531105,train
u3225530490,train
u322558240,train
u3225610602,train
u3225684988,val
u3225735223,train
u32257623,train
u322589928,train
u322593759,train
u3225992597,train
u32260006,train
u322601789,train
u322602539,val
u322603418,train
u322618609,val
u322619113,val
u3226246835,train
u3226266525,val
u3226282347,val
u3226351612,train
u322636963,train
u322641394,train
u322648292,val
u3226490524,train
u3226494944,train
u322656394,train
u322658299,train
u322660160,train
u3226689271,val
u3226765068,train
u3226827997,test
u322683313,test
u3226849202,test
u3226853798,train
u322696660,test
u322697372,test
u3227070693,train
u3227070718,train
u322711407,train
u322722220,test
u322722682,train
u3227338044,train
u3227387546,train
u3227419643,train
u322742783,train
u3227563873,train
u3227569020,train
u3227588023,test
u3227845866,train
u32278485,val
u32279166,val
u3227994193,test
u322801239,val
u322814590,val
u32281887,train
u322822495,train
u322823905,train
u322830431,train
u322832076,train
u3228377505,train
u3228486315,train
u322866759,train
u322872702,val
u3228953190,train
u3229071561,train
u3229107415,train
u3229153720,train
u322933176,val
u322933840,train
u322937211,train
u322952387,train
u322956366,train
u322961064,train
u3229862700,train
u323010078,train
u323017338,train
u3230212784,train
u323023676,val
u323024295,train
u32302688,train
u32303435,train
u3230388598,test
u3230407626,train
u3230470270,test
u32305396,train
u3230797197,train
u3230864219,val
u32309113,train
u3230913152,train
u32309662,train
u3231069367,test
u3231218567,val
u323129935,val
u32313613,train
u32313637,val
u32314377,train
u3231657095,val
u3231715692,val
u323173367,train
u3231831854,train
u32318469,val
u3231853381,train
u3231983912,train
u3232031906,train
u3232147704,train
u323216653,train
u3232179589,train
u323222806,val
u3232243645,train
u3232302794,train
u3232308634,test
u32324147,val
u32325562,val
u323255926,train
u323259257,train
u3232640646,val
u323264925,val
u323265833,train
u3232828608,test
u323284330,val
u3232924232,val
u323292704,train
u3232938156,val
u323295891,test
u3232960847,train
u3232986067,train
u32330308,train
u323303720,val
u323304231,train
u323311059,test
u323319539,train
u323325293,train
u323325582,val
u32332988,train
u323346108,train
u32336540,val
u32337513,train
u323381785,train
u32338228,train
u323382286,train
u3233891354,train
u3233916967,train
u323392744,val
u32339615,train
u3233971945,val
u3233974814,val
u3233994582,train
u32340023,train
u32340805,train
u32340937,train
u32341084,train
u3234116270,train
u3234199626,train
u323439357,train
u3234413342,train
u32344703,train
u3234515937,val
u323454790,train
u32345620,val
u3234601428,val
u323471145,train
u3234829756,val
u3234841135,val
u3234911948,train
u323494714,train
u323508745,train
u323511908,train
u323519359,train
u3235265588,train
u3235302913,train
u3235313867,train
u32353291,train
u3235367534,train
u3235461,train
u32355086,test
u323564186,train
u3235721473,val
u3235744538,train
u32357759,train
u3235780418,train
u3235839064,train
u3235871559,train
u3235946398,train
u3235957576,val
u323599188,train
u32360913,train
u3236204367,val
u3236271451,train
u3236330351,train
u3236348909,train
u3236367951,train
u3236429145,val
u3236463262,train
u3236463403,test
u3236469275,val
u3236505228,train
u3236507891,train
u323669957,train
u3236734336,train
u3236743043,train
u3236915284,train
u323700423,val
u3237016759,train
u3237100694,test
u3237240498,train
u3237257438,val
u32372694,train
u32372834,train
u3237321095,test
u3237535778,val
u323755126,val
u32376050,train
u323768440,train
u3237721718,train
u323777070,train
u32379204,val
u32379544,train
u3238061766,train
u32381660,train
u323820701,train
u323839489,train
u3238420786,train
u3238448948,train
u3238560639,train
u32386320,train
u323867425,train
u323869695,val
u323872736,train
u3238844133,train
u3238887783,train
u3238948245,test
u323896641,train
u32391821,train
u3239192692,train
u3239196297,train
u323920783,train
u3239302808,train
u3239330680,train
u3239519161,train
u323954578,train
u3239583325,train
u323968570,train
u32397387,val
u3239896262,train
u3239952090,test
u32399655,val
u32399743,val
u32399945,train
u324,val
u3240162444,val
u324022807,train
u3240295671,train
u3240296269,train
u3240302326,val
u3240385810,train
u32403983,train
u3240419909,val
u32406480,train
u324074474,train
u324076353,train
u324081246,train
u3240859366,val
u3240921997,train
u3240935363,test
u3240962355,train
u3240983561,val
u3240992597,val
u3241006564,val
u3241026093,val
u324103590,train
u3241060632,val
u3241091575,train
u3241107805,train
u3241126108,train
u3241214268,train
u3241219854,train
u3241377070,train
u3241380802,train
u324140951,train
u3241528182,train
u3241576024,train
u3241582734,train
u3241655354,train
u3241680883,train
u324169263,train
u3241707232,train
u3241774419,train
u3241789201,train
u3241869412,val
u3241982935,train
u3242014911,train
u32420198,train
u3242100477,val
u32422915,train
u32423136,train
u324238624,train
u3242410730,train
u3242527416,test
u3242537994,train
u3242713873,train
u3242758916,train
u324283653,val
u3242860195,train
u32429017,train
u3242948498,train
u3242966107,train
u324297518,val
u3242991169,train
u324300810,train
u324303244,val
u3243128673,train
u32431468,train
u3243189006,val
u3243283656,train
u3243299153,train
u3243468971,train
u32434738,train
u3243500510,train
u32435204,train
u32436402,train
u3243658266,train
u3243701798,train
u32437020,train
u3243721451,train
u32437624,test
u3243778719,train
u3243798182,train
u3243813307,train
u32439211,train
u3243937191,val
u32440356,val
u32441383,train
u32441546,train
u32441895,train
u3244305970,train
u324438382,test
u32444366,train
u3244494751,train
u3244504141,val
u3244618517,train
u3244658580,train
u3244685468,val
u3244724835,train
u324479397,train
u3244801,train
u3244835787,test
u324501633,val
u324505791,train
u324508782,train
u32451001,train
u3245129953,val
u3245135844,val
u3245142196,train
u3245235668,train
u3245237512,train
u32453930,train
u32454382,train
u3245493350,test
u3245521,train
u324553840,train
u3245626133,train
u3245726192,test
u324581128,train
u3245873840,train
u32459743,train
u3245984241,train
u32460122,train
u3246099789,test
u3246128671,train
u3246246155,train
u3246247247,train
u3246266793,train
u324626778,train
u3246275864,val
u3246299927,test
u32463503,val
u3246394390,train
u324643835,test
u3246477052,train
u3246537749,val
u3246790436,train
u3246815913,test
u3246836949,train
u3246850355,val
u32468665,test
u3246905751,train
u32469566,train
u3246961382,train
u3246992683,train
u324703658,val
u3247092453,train
u3247103250,train
u3247203126,train
u3247206277,val
u32474210,train
u3247591613,test
u324764136,val
u32477091,train
u32477347,train
u3247778822,train
u324780091,train
u3247808546,train
u32478395,train
u3247925082,val
u3248008427,test
u3248076206,train
u3248125858,train
u324814036,train
u32481482,train
u3248266085,train
u324834702,train
u324834917,train
u3248428963,train
u3248500543,train
u3248560692,train
u3248633813,train
u3248663697,test
u324868690,train
u324871882,val
u3248753545,train
u3248867849,val
u32489102,test
u3248910245,train
u324897050,train
u324899387,val
u32490301,train
u3249034201,test
u3249041383,train
u3249077036,val
u3249125365,train
u3249210104,test
u3249251,test
u3249271969,train
u32493647,train
u3249495174,train
u3249523351,val
u324961044,train
u324962560,train
u3249651,train
u32496789,train
u324969818,train
u324969914,train
u32497693,train
u324977497,train
u3249837239,train
u324989148,train
u32499999,val
u3250007947,train
u325001316,train
u325004947,train
u3250053558,train
u325005504,train
u3250087495,train
u32501175,train
u325029776,train
u3250329529,val
u3250350630,train
u32504917,test
u32505840,train
u325076723,train
u3250936307,val
u32510089,val
u325100970,val
u32511260,train
u325113018,train
u3251189926,val
u32511920,train
u32513057,train
u3251358419,train
u32513830,test
u325138382,val
u32515106,train
u3251759104,train
u325194378,train
u32519755,train
u32520240,train
u3252127786,test
u32521471,test
u32521584,val
u32522055,train
u32522114,train
u3252258511,test
u32523346,train
u3252374791,test
u325238086,train
u32525034,train
u3252528612,train
u325260518,val
u3252716627,train
u3252720106,train
u32528318,train
u3252879229,train
u3252948650,val
u32531887,val
u3253231276,val
u3253275797,train
u3253321460,test
u32534362,train
u3253485506,train
u3253561121,train
u3253629143,train
u32536660,val
u3253705459,train
u3253816747,train
u32538277,train
u3253831679,train
u325385270,train
u32538708,train
u3253903884,train
u3253904152,test
u32539107,train
u32540685,test
u32542150,val
u3254229987,train
u3254391910,val
u325439798,train
u325448885,val
u325450455,test
u32545745,train
u3254595180,train
u32546966,val
u3254807333,val
u3254857712,train
u325486395,val
u325488932,train
u32549410,train
u3255034008,train
u3255042949,val
u325512390,train
u32551884,train
u3255290759,train
u3255324536,val
u325535738,train
u325539096,train
u325565266,train
u3255691625,test
u325569246,train
u3255802286,val
u325581008,val
u32558931,val
u32560551,test
u3256203501,val
u3256206983,test
u325622395,train
u3256265456,train
u325661998,train
u325663495,train
u3256728820,train
u325681401,test
u3256876080,val
u325698693,train
u3257011766,train
u325703197,train
u32570672,train
u3257118305,train
u325719227,val
u325736602,train
u32575348,train
u3257593736,train
u3257608936,train
u3257843402,train
u3257904401,train
u3258016946,test
u3258071491,val
u32581129,val
u325820892,train
u3258222633,train
u32583066,train
u3258316237,train
u325855372,train
u325856294,train
u325879132,train
u325883024,train
u3258857056,train
u3259315994,train
u3259530837,train
u3259573717,train
u3259586191,train
u325966297,train
u3259726148,train
u3259973154,val
u3260027706,train
u3260096383,val
u32604577,train
u3260518932,train
u326053443,train
u326060460,test
u326071624,val
u326071800,train
u3260790854,test
u326097920,train
u3261036019,test
u3261056648,train
u326119501,train
u3261303539,val
u326137542,train
u32614197,val
u326142866,val
u3261506575,train
u32616774,test
u3261777894,val
u3261814737,train
u326184301,val
u32619518,test
u326195345,train
u32620610,train
u326214407,test
u32623165,train
u326235705,train
u326246243,test
u326248934,train
u32625067,train
u326255267,train
u326255896,test
u3262584578,train
u326261372,val
u326263281,train
u3262723722,train
u326295039,train
u3263136831,train
u3263178649,train
u32632885,train
u326344160,train
u326346407,train
u326359913,val
u326369670,train
u3263790040,train
u3264449790,train
u326450473,train
u326451628,test
u32648741,val
u3264949920,train
u326511843,train
u32652567,train
u3265372914,test
u326539251,test
u3265489993,train
u3265548217,val
u326555679,train
u326560315,train
u326562333,train
u3265756934,train
u326578554,test
u3265822136,train
u3266213636,train
u326625501,train
u3266258420,train
u3266276702,val
u3266290734,train
u3266402922,train
u326650532,train
u3266554116,test
u3266568679,train
u326661583,train
u326665662,train
u3266706312,train
u3266803406,train
u3266833710,test
u3266848870,train
u326687296,test
u326706343,train
u32671625,train
u3267253393,train
u3267404119,val
u3267456386,train
u326754583,train
u32675483,val
u326756275,train
u32675712,train
u3267675074,test
u3267729882,train
u3267730369,train
u3267766536,train
u32678822,val
u326790820,train
u326807652,val
u326812381,train
u326813935,val
u326816974,train
u326821147,val
u326854001,train
u32686290,train
u326869662,val
u326870441,test
u326888763,val
u326912209,train
u3269168090,val
u326923924,train
u3269288695,train
u3269306047,train
u326933979,train
u326938868,train
u3269822791,train
u3269824802,train
u326982553,train
u326995829,train
u327015297,train
u327032058,train
u327041354,train
u3270569906,train
u327066955,train
u3270678680,val
u32706948,train
u32707036,train
u327071763,val
u327094947,train
u327101083,train
u3271362462,train
u3271424994,train
u3271584648,train
u327165636,val
u32717799,train
u32718488,train
u3271909530,val
u327206200,train
u327206584,test
u32722373,val
u327223802,val
u3272273208,test
u3272385776,train
u3272484319,train
u3272670062,train
u32726980,val
u32727893,train
u3272806170,test
u3272837167,train
u32729442,train
u3273092125,train
u327324133,train
u327337127,train
u327363313,test
u327370264,train
u327385337,train
u327403216,train
u3274121605,train
u327413117,train
u32742396,train
u3274588824,val
u32746100,train
u3274643478,train
u32746535,train
u3274852867,val
u327516414,train
u3275247408,val
u32754385,val
u3275439755,train
u327545905,train
u327553766,train
u327576262,val
u327577091,val
u32760218,train
u3276026102,train
u327624023,test
u327652235,train
u32765534,train
u3276559746,train
u3276611372,val
u3276831270,train
u327684727,train
u327697369,train
u327726069,train
u3277280118,train
u32772956,train
u327737979,train
u32774495,train
u32774989,train
u32775800,train
u3277831,train
u3277840789,train
u3277937280,val
u327798532,train
u32780218,train
u3278050634,train
u3278308255,val
u327862439,train
u3278686010,train
u32787951,train
u3278861726,val
u3278906401,test
u3279117936,train
u327920055,train
u3279277182,train
u327929923,test
u327957450,train
u327958721,train
u327980377,train
u3279859338,train
u32800037,train
u328017437,train
u3280272739,test
u328029221,train
u3280339711,train
u32804515,train
u328048029,train
u328055261,train
u3280573716,val
u328057936,train
u32807399,train
u328074249,test
u328083283,train
u3281109110,train
u328128151,train
u328130890,train
u32814345,train
u32817728,val
u3281855299,train
u3282033720,train
u3282053941,train
u32822520,train
u32823974,train
u328240301,train
u32824549,train
u3282566875,val
u3282701976,val
u3282717458,val
u3282807283,train
u3282885931,val
u32830449,test
u32831045,train
u328311516,train
u3283210513,train
u328324591,train
u328326288,train
u3283379683,val
u32836955,train
u3283715978,train
u3283774369,train
u328384319,val
u3283901,train
u32840323,val
u32841141,test
u3284321905,train
u3284546552,test
u32846406,train
u3284670086,train
u32846791,train
u3284698418,train
u328487944,train
u3284915780,train
u32850100,val
u328501132,train
u32850590,train
u3285119581,test
u3285250622,val
u3285328814,train
u32854561,train
u328561692,train
u328565539,val
u3285755682,train
u328576792,val
u3285797414,train
u328595919,train
u3285965604,train
u3286041,test
u3286104942,val
u32861321,val
u3286144710,test
u3286212547,train
u32862596,test
u3286336254,train
u328634628,train
u3286348783,val
u328638472,train
u3286787977,train
u328679423,train
u3286806552,test
u328695608,train
u32871086,train
u32871593,train
u3287173897,train
u328730488,test
u3287325307,train
u3287388325,train
u32874339,train
u328756439,val
u328761863,val
u32876210,train
u328769135,train
u328778410,val
u32878258,val
u3287991812,test
u3287999704,train
u3288027513,train
u3288114164,train
u3288129510,train
u3288182451,train
u3288258646,train
u32882761,val
u3288365162,train
u3288432849,train
u3288470632,val
u328850127,train
u32885815,train
u3288583033,val
u3288685697,train
u3288705094,train
u32887168,train
u328894456,train
u3288951390,train
u3288968226,train
u3288969152,train
u3289000194,train
u3289027731,val
u328914851,train
u3289153303,train
u3289162678,train
u328928543,train
u3289432699,val
u3289440085,val
u3289613465,train
u328962967,train
u3289711859,train
u3289837685,train
u3289903416,test
u3289922531,train
u3289968268,val
u3290133053,test
u3290254548,train
u3290304354,test
u3290364847,train
u3290398605,train
u3290436545,test
u3290451097,val
u329048731,train
u3290515493,train
u3290526443,test
u3290570816,train
u329059137,train
u3290608865,train
u3290707144,val
u329071701,train
u3290730162,train
u3290760196,train
u3290762269,train
u32908110,test
u3290951703,train
u3291006053,val
u32911052,train
u329115426,train
u3291306041,train
u32913997,val
u3291400541,train
u3291410230,train
u3291414969,val
u3291441743,val
u3291553126,train
u3291654237,train
u3291679891,train
u3291691,train
u32918347,train
u329204583,test
u3292109707,train
u3292247598,test
u3292286496,val
u329229575,val
u329242383,train
u3292682005,train
u329270165,train
u3292777305,train
u3292813628,val
u3292839563,val
u329284844,val
u3292892044,train
u3292982985,train
u3293098733,val
u3293192390,train
u3293308542,val
u32933328,test
u3293406121,test
u3293443749,train
u329353102,train
u32936416,train
u3293760129,train
u3293856807,train
u3293920042,train
u3294045904,train
u3294047684,train
u32940985,train
u329413222,train
u3294153307,train
u3294157876,train
u3294192069,train
u3294422759,train
u32945035,train
u3294512643,train
u3294660262,val
u3294664022,test
u3294675582,train
u3294836466,train
u3294965614,val
u3294980818,train
u32950484,val
u32952485,train
u3295300321,train
u32953007,train
u3295347892,train
u3295414027,test
u3295423333,train
u329553359,test
u3295552449,train
u3295574960,test
u329562672,test
u3295682341,val
u3295706113,train
u3295756750,train
u32959253,train
u329596642,train
u329607261,val
u3296179360,train
u3296234380,val
u3296271,train
u329628561,train
u329630251,val
u32964405,train
u329666643,train
u32967317,val
u32967780,train
u3296826558,train
u329686497,train
u329695794,train
u329699082,train
u329705105,train
u3297114126,train
u3297160441,train
u329720745,train
u329723476,train
u32973,train
u3297415705,train
u329744515,train
u3297475706,train
u3297577034,train
u3297659759,train
u32976691,train
u3297734624,train
u329775655,val
u3297778811,train
u3297800601,train
u329782236,train
u32981486,test
u329815445,train
u329818631,train
u3298227152,train
u329838136,train
u3298395255,train
u3298431150,train
u3298490606,val
u329850624,train
u32985161,train
u3298619167,test
u3298619857,train
u32986235,train
u329866683,val
u3298708805,train
u329874051,train
u32988366,train
u3298859685,train
u329888286,train
u3298915981,train
u3299014947,train
u329913473,train
u3299134920,train
u329918652,train
u3299215367,train
u3299229778,train
u329928985,val
u3299308534,val
u3299326722,train
u3299337643,val
u3299359349,val
u32994132,train
u3299674038,test
u329972029,train
u3299765189,val
u3299827046,train
u3299884364,test
u3299904989,train
u3299971,val
u3300079150,train
u330028856,val
u3300294446,val
u330037203,train
u3300409223,train
u33004499,val
u33005367,train
u3300566902,train
u33006040,train
u3300605002,test
u3300610260,train
u3300663439,train
u3300709915,test
u3300784072,val
u3300861942,val
u3300885028,val
u3300920153,train
u330097232,train
u3300979070,val
u330100136,train
u3301029022,train
u330105456,train
u3301077231,train
u3301106409,val
u3301289426,train
u330136233,train
u330140359,train
u33014441,train
u3301508964,train
u330151669,test
u3301547225,train
u3301562636,train
u3301582463,train
u330160546,val
u3301643341,train
u330164748,val
u3301732662,val
u3301743261,train
u3301768225,val
u3301777008,train
u33018114,train
u3301816726,train
u3301841195,train
u33018977,train
u3301937067,test
u3301957390,test
u3302,train
u3302025579,train
u330202746,val
u3302048486,train
u3302071878,train
u33021466,val
u3302377120,train
u3302440965,test
u3302449042,val
u3302492687,train
u3302563433,train
u3302584252,train
u3302593501,train
u3302595090,train
u3302619878,train
u330262748,test
u33026945,train
u3302698334,test
u3302761634,train
u3302799579,val
u3302818361,train
u3302904116,train
u3302915626,train
u3302989984,train
u3303036466,val
u33031294,train
u330319196,train
u3303199468,val
u3303293865,train
u330334324,train
u3303531875,train
u330355785,train
u330361451,train
u330367142,train
u330368011,train
u330368859,train
u3303819562,train
u3303838799,val
u33039483,train
u3304103268,train
u3304122667,train
u330433609,val
u33043596,train
u3304523943,train
u3304548477,val
u3304584743,train
u3304651528,test
u3304849422,val
u3304917038,val
u3304925983,val
u33049977,val
u330502724,train
u3305041734,val
u330504751,train
u330509397,train
u33051095,val
u33051111,train
u3305290204,train
u3305325070,train
u3305381595,test
u330539177,train
u3305395701,train
u3305532777,train
u33055795,train
u3305607009,val
u3305610617,train
u33056151,test
u33056274,val
u33057154,test
u33057171,train
u3305721364,train
u3305735674,train
u3305738758,train
u3305742683,train
